source,title,url,date,author,preview,matched_keywords,category
Construction Business Owner,Former Maryland Secretary of Labor Named ABC VP of Workforce & Safety Policy,https://www.constructionbusinessowner.com/26678-2/,"Mon, 31 Aug 2026 14:26:37 +0000",Carmen Capoccia,"WASHINGTON (Aug. 31, 2026) — Associated Builders and Contractors (ABC) announced that Tiffany Robinson has joined the association as its vice president of workforce and safety policy. Robinson brings deep experience in executive leadership, workforce development, public policy and infrastructure to ABC. As a member of ABC’s executive leadership team, Robinson will lead research, policy and strateg","apprentice, workforce, workforce develop",
Construction Business Owner,AlignOps FleetWatcher Replaces Paper Truck Tickets,https://www.constructionbusinessowner.com/alignops-fleetwatcher-replaces-paper-truck-tickets/,"Thu, 27 Aug 2026 14:54:44 +0000",Carmen Capoccia,"INDIANAPOLIS (Aug. 27, 2026) — AlignOps FleetWatcher automatically creates Virtual Truck Tickets from truck-based digital work records using dispatch, GPS and shift data. Digitally capturing the data replaces paper truck tickets which can be lost, illegible or incomplete, leading to mistakes like overpayment and unnecessary hauling costs due to time rounding. With visibility across the company, it","digital, software",
Construction Business Owner,AGC: Construction Input Costs Climb as Impacts From War & Tariffs Spread,https://www.constructionbusinessowner.com/agc-construction-input-costs-climb-as-impacts-from-war-tariffs-spread/,"Wed, 26 Aug 2026 14:16:22 +0000",Carmen Capoccia,"Aug. 13, 2026 — The producer price index for inputs to new nonresidential construction rose 7.1% from July 2025 to July 2026 as numerous input prices accelerated to multiyear highs, according to an analysis by the Associated General Contractors of America (AGC) of government data . Association officials called for reduced and stable tariffs for construction inputs, along with prompt enactment of a","bid, craft worker, estimat, refinery, workforce",AGC
Construction Business Owner,Sage Acquires Bangert to Strengthen Onboarding for Sage Intacct Construction,https://www.constructionbusinessowner.com/sage-acquires-bangert-to-strengthen-onboarding-for-sage-intacct-construction/,"Wed, 19 Aug 2026 14:30:56 +0000",admin,"ATLANTA (Aug. 18, 2026) — Sage, provider of accounting, financial, HR and payroll technology for small and midsized businesses (SMBs), has acquired Bangert , a long-standing Sage partner and specialist in AI-enabled implementation and onboarding for construction financial management. The acquisition brings Bangert’s deep construction expertise, implementation methodology and scalable onboarding te",software,Bangert
Construction Business Owner,ABC’s Construction Backlog Indicator Plummets in July,https://www.constructionbusinessowner.com/abcs-construction-backlog-indicator-plummets-in-july/,"Tue, 18 Aug 2026 20:28:38 +0000",Carmen Capoccia,"WASHINGTON (Aug. 11, 2026) — Associated Builders and Contractors (ABC) reported that its Construction Backlog Indicator fell to 8.0 months in July, according to an ABC member survey conducted July 20 to Aug. 4. The reading is down 0.8 months from both a month and year ago. View ABC’s Construction Backlog Indicator and Construction Confidence Index for July. View the full Construction Backlog Indic","backlog, data center",
AGC News,"Construction Sheds 3,000 Jobs in August; Gains Are Limited To Homebuilding As Other Contractors Struggle To Fill Both Craft And Salaried Positions",https://www.agc.org/news/2021/09/03/construction-sheds-3000-jobs-august-gains-are-limited-homebuilding-other-contractors,"Fri, 03 Sep 2021 15:08:36 +0000",sophia.valentino@agc.org,"Construction Sheds 3,000 Jobs in August; Gains Are Limited To Homebuilding As Other Contractors Struggle To Fill Both Craft And Salaried Positions Fri, 09/03/2021 - 07:00 sophia.valenti… Fri, 09/03/2021 - 11:08 am Association Officials Urge Congress to Finish Work on Bipartisan Infrastructure Bill to Boost Demand for Nonresidential Construction and Fund Career and Technical Education Programs to A","craft worker, shortage, workforce",
AGC News,Construction Workforce Shortages Reach Pre-pandemic Levels Even as Coronavirus Continues to Impact Projects & Disrupt Supply Chains,https://www.agc.org/news/2021/09/02/construction-workforce-shortages-reach-pre-pandemic-levels-even-coronavirus,"Thu, 02 Sep 2021 13:42:31 +0000",macrina.wilkins@agc.org,"Construction Workforce Shortages Reach Pre-pandemic Levels Even as Coronavirus Continues to Impact Projects & Disrupt Supply Chains Thu, 09/02/2021 - 05:45 macrina.wilkin… Thu, 09/02/2021 - 9:42 am Eighty-Nine Percent of Contractors Are Having a Hard Time Finding Craft Workers, While 88 Percent of Firms Are Experiencing Project Delays and 93 Percent Are Affected by Rising Materials Prices Construc","bid, craft worker, digital, shortage, software, training program, workforce, workforce develop",
AGC News,"Construction Spending Posts Small Increase In July, But Coronavirus, Soaring Costs, And Supply Disruptions Threaten To Erase Further Gains",https://www.agc.org/news/2021/09/01/construction-spending-posts-small-increase-july-coronavirus-soaring-costs-and-supply,"Wed, 01 Sep 2021 16:27:51 +0000",sophia.valentino@agc.org,"Construction Spending Posts Small Increase In July, But Coronavirus, Soaring Costs, And Supply Disruptions Threaten To Erase Further Gains Wed, 09/01/2021 - 08:30 sophia.valenti… Wed, 09/01/2021 - 12:27 pm Construction Officials Note Spending Figures Foreshadow New Data the Association is Releasing Tomorrow Shoring the Ongoing Impacts of the Coronavirus on the Construction Workforce and Demand Tot","workforce, workforce develop",
ConstructConnect Blog,What AI Still Gets Wrong About Preconstruction,https://www.constructconnect.com/blog/what-ai-still-gets-wrong-about-preconstruction,"Mon, 31 Aug 2026 12:38:11 GMT",Maila Kim,"This Q&A is a companion to AI in Preconstruction: Why Rewiring Matters More Than Speed , where Gaurav Singal makes the case for getting the foundation right before chasing AI speed.",preconstruction,Construction AI Technology
ConstructConnect Blog,The Specification Data That Should Drive Your 2027 Plan,https://www.constructconnect.com/blog/the-specification-data-that-should-drive-your-2027-plan,"Fri, 28 Aug 2026 15:47:10 GMT",Deirdre.Pearson@constructconnect.com (Deirdre Pearson),"In short: The Specification Positioning dashboard in ConstructConnect® Analytics shows building product manufacturers (BPMs) exactly where their products are being specified, which architects are driving activity, and where competitors are winning ground. Specification share is the upstream metric for market position: by the time specification decisions surface in bids, the window to influence the","ConstructConnect, bid, estimat",Commercial Construction Data
ConstructConnect Blog,Bid Pipeline Health: 5 Metrics for Commercial GCs in 2026,https://www.constructconnect.com/blog/bid-pipeline-health-commercial-gcs-in-2026,"Fri, 28 Aug 2026 13:00:02 GMT",Maila Kim,In short :,bid,The Preconstruction Playbook
ConstructConnect Blog,Are AI Takeoffs Accurate in 2026? What Estimators Gain and Still Need to Review,https://www.constructconnect.com/blog/are-ai-takeoffs-accurate-in-2026,"Tue, 18 Aug 2026 13:30:02 GMT",Maila Kim,In short:,"AI takeoff, estimat, takeoff",The Preconstruction Playbook
ConstructConnect Blog,AI in Preconstruction: Why Rewiring Matters More Than Speed,https://www.constructconnect.com/blog/why-rewiring-matters-more-than-speed,"Mon, 17 Aug 2026 15:50:18 GMT",Maila Kim,"This article is adapted from “ Most Companies Have AI Tools, But Many Don’t Rewire Themselves for AI, ” originally published in Forbes by Gaurav Singal, Chief Technology Officer at ConstructConnect®.","ConstructConnect, preconstruction",Construction AI Technology
ConstructConnect Blog,Which U.S. Construction Sectors Are Growing Fastest in 2026 — and Where a Full Backlog Hides Risk,https://www.constructconnect.com/blog/which-u.s.-construction-sectors-are-growing-fastest-in-2026-and-where-a-full-backlog-hides-risk,"Fri, 14 Aug 2026 13:57:48 GMT",Daniel Behrendt,"In short: Data centers, power infrastructure, and healthcare lead U.S. construction sector growth in 2026: These three sectors are attracting the strongest contractor demand, with data centers posting a net +57% contractor confidence reading, the highest of any sector tracked in the AGC 2026 Hiring and Business Outlook . The South holds the most active planning pipeline: Over 56% of near-term cons","backlog, data center",The Preconstruction Playbook
ConstructConnect Blog,How Contractors Find Early-Stage Projects with ConstructConnect®,https://www.constructconnect.com/blog/how-contractors-find-early-stage-projects-with-constructconnect,"Thu, 13 Aug 2026 19:50:58 GMT",Deirdre.Pearson@constructconnect.com (Deirdre Pearson),"In short: Early-stage project discovery means finding commercial construction projects at the conceptual or design phases, often 12-24 months before a bid is issued. Contractors who find projects at the planning stage can compete on fit and relationship rather than solely on price. Specialty contractors can use early project data to get on GC bid lists before the invitation list is even built. Con","ConstructConnect, bid",Construction Bidding
MCAA News,Explore the Future of MEP Contracting at the 2027 MEP Innovation Conference,https://www.mcaa.org/explore-the-future-of-mep-contracting-at-the-2027-mep-innovation-conference/,"Mon, 07 Sep 2026 15:25:29 +0000",Travis,"Innovation, collaboration, and technology are transforming the way projects are planned, managed, and delivered across the mechanical, electrical, and sheet metal industries. Join contractors, technology leaders, and industry professionals from across the country at the 2027 MEP Innovation Conference, Jan. 25-27, 2027, in Tampa, Florida. Hosted by MCAA, NECA, and SMACNA, the MEP Innovation Confere",SMACNA,Uncategorized
MCAA News,From Awareness to Action: MCAA Supports Suicide Prevention Across the Mechanical Construction Industry,https://www.mcaa.org/mcaa-supports-suicide-prevention-across-the-mechanical-construction-industry/,"Mon, 07 Sep 2026 14:59:50 +0000",Travis,"September is National Suicide Prevention Month, a time for our industry to recognize that protecting workers means protecting both their physical and mental well-being. For MCAA, the message is straightforward: Mental health and suicide prevention belong alongside every other safety and health priority affecting our workforce. That means creating workplaces where people are comfortable speaking up","SMACNA, workforce",Safety & Health
MCAA News,"Congratulations to Braidyn Hudson, Recipient of the Viega Scholarship",https://www.mcaa.org/congratulations-to-braidyn-hudson-recipient-of-the-viega-scholarship/,"Fri, 04 Sep 2026 18:00:08 +0000",Adrienne,"Congratulations to Braidyn Hudson, recipient of the Viega Scholarship at MCAA26 during the Awards of Excellence Breakfast this past spring in Phoenix, AZ. Viega established this $5,000 scholarship to assist undergraduate students pursuing careers in the mechanical contracting industry. Braidyn anticipates graduating from Indiana State University in May 2027 with a degree in Construction Management",mechanical contractor,Uncategorized
MCAA News,Hiring Is Heating Up on Campus: Post to the MCAA GreatFutures Job Board for Your 2027 Hiring Needs,https://www.mcaa.org/hiring-is-heating-up-on-campus-post-to-the-mcaa-greatfutures-job-board-for-your-2027-hiring-needs/,"Fri, 04 Sep 2026 14:55:05 +0000",Adrienne,"Fall has arrived, and MCAA student chapters are officially back on campus. Students are already searching for Summer 2027 internships and post-graduation career opportunities. Recruiting fairs are ramping up, and so is competition from employers outside the mechanical contracting industry. Get ahead of the curve by posting your hiring needs on the MCAA GreatFutures Job Board today. Bonus: Position",MTO,Uncategorized
MCAA News,Resource Highlight: MCAA’s Fire Safety Training Resources,https://www.mcaa.org/resource-highlight-mcaas-fire-safety-training-resources/,"Fri, 04 Sep 2026 14:00:06 +0000",Adrienne,"Fires can result from a variety of sources. While many are foreseeable and preventable, avoiding them requires proper planning, good housekeeping, established procedures, and worker awareness. MCAA’s Fire Safety Training resources teach workers to recognize common causes of jobsite fires and take steps to help prevent them. They’re just a few of MCAA’s educational resources that are free to MCAA m",workforce,Uncategorized
MCAA News,Last Call: Invest in Your Team with MSCA Education This September,https://www.mcaa.org/invest-in-your-team-with-msca-education-this-september-2/,"Thu, 03 Sep 2026 19:43:15 +0000",Adrienne,"This September, MSCA offers four premier training programs designed to equip your team with practical skills, fresh perspectives, and proven strategies they can put to work immediately. Whether you’re developing field supervisors, sales professionals, dispatchers, or service managers, these programs provide targeted training to help your people grow and your business succeed. Field Service Supervi",training program,Uncategorized
MCAA News,Find the Latest from Jomar Valve and Carrier Corporation in MCAA’s Virtual Trade Show,https://www.mcaa.org/find-the-latest-from-jomar-valve-and-carrier-corporation-in-mcaas-virtual-trade-show/,"Thu, 03 Sep 2026 17:12:19 +0000",Adrienne,"MCAA’s Virtual Trade Show connects our contractor members with the members of MCAA’s Manufacturer/Supplier Council. Participating companies highlight and link to new products, product lines, services, solutions or web pages of particular interest. Here are just a few of the recent additions: Jomar’s Stainless Steel Ball Valve Lineup Jomar’s stainless steel ball valve lineup is corrosion resistant ",mechanical contractor,Uncategorized
MCAA News,MCAA President Curtis Harbour Highlights Strong MCAA-UA Partnership at UA Convention,https://www.mcaa.org/mcaa-president-curtis-harbour-highlights-strong-mcaa-ua-partnership-at-ua-convention/,"Mon, 31 Aug 2026 16:10:51 +0000",Travis,"SAN DIEGO, CA. — MCAA President Curtis Harbour addressed delegates during a general session of the United Association’s 41st General Convention on August 18, joining labor leaders and industry representatives from around the world at the event, held August 17-21 in San Diego. The convention drew 4,034 delegates and featured remarks from United Association General President Mark McManus, Assistant ","apprentice, data center, piping, training program, workforce, workforce develop",Uncategorized
Chemical Engineering,Axens awarded contract for low-sulfur diesel hydrotreater unit in Argentina,https://www.chemengonline.com/axens-awarded-contract-for-low-sulfur-diesel-hydrotreater-unit-in-argentina/,"Fri, 04 Sep 2026 18:13:04 +0000",Mary Bailey,"Axens S.A. (Rueil-Malmaison, France) has been awarded a contract by YPF S.A. (Buenos Aires, Argentina), a leading integrated downstream energy provider, for the implementation of a 5,000-m³/day low-sulfur diesel hydrotreater (DHT) unit at YPF’s (Buenos Aires, Argentina) Industrial Complex in Argentina, with Axens’ Prime-D™ technology. Axens will deliver the unit in prefabricated modular form, supp","modular, prefab",Chemical Engineering
