source,title,url,date,author,preview,matched_keywords,category
AGC News,"Construction Sheds 3,000 Jobs in August; Gains Are Limited To Homebuilding As Other Contractors Struggle To Fill Both Craft And Salaried Positions",https://www.agc.org/news/2021/09/03/construction-sheds-3000-jobs-august-gains-are-limited-homebuilding-other-contractors,"Fri, 03 Sep 2021 15:08:36 +0000",sophia.valentino@agc.org,"Construction Sheds 3,000 Jobs in August; Gains Are Limited To Homebuilding As Other Contractors Struggle To Fill Both Craft And Salaried Positions Fri, 09/03/2021 - 07:00 sophia.valenti… Fri, 09/03/2021 - 11:08 am Association Officials Urge Congress to Finish Work on Bipartisan Infrastructure Bill to Boost Demand for Nonresidential Construction and Fund Career and Technical Education Programs to A","craft worker, shortage, workforce",
AGC News,Construction Workforce Shortages Reach Pre-pandemic Levels Even as Coronavirus Continues to Impact Projects & Disrupt Supply Chains,https://www.agc.org/news/2021/09/02/construction-workforce-shortages-reach-pre-pandemic-levels-even-coronavirus,"Thu, 02 Sep 2021 13:42:31 +0000",macrina.wilkins@agc.org,"Construction Workforce Shortages Reach Pre-pandemic Levels Even as Coronavirus Continues to Impact Projects & Disrupt Supply Chains Thu, 09/02/2021 - 05:45 macrina.wilkin… Thu, 09/02/2021 - 9:42 am Eighty-Nine Percent of Contractors Are Having a Hard Time Finding Craft Workers, While 88 Percent of Firms Are Experiencing Project Delays and 93 Percent Are Affected by Rising Materials Prices Construc","bid, craft worker, digital, shortage, software, training program, workforce, workforce develop",
AGC News,"Construction Spending Posts Small Increase In July, But Coronavirus, Soaring Costs, And Supply Disruptions Threaten To Erase Further Gains",https://www.agc.org/news/2021/09/01/construction-spending-posts-small-increase-july-coronavirus-soaring-costs-and-supply,"Wed, 01 Sep 2021 16:27:51 +0000",sophia.valentino@agc.org,"Construction Spending Posts Small Increase In July, But Coronavirus, Soaring Costs, And Supply Disruptions Threaten To Erase Further Gains Wed, 09/01/2021 - 08:30 sophia.valenti… Wed, 09/01/2021 - 12:27 pm Construction Officials Note Spending Figures Foreshadow New Data the Association is Releasing Tomorrow Shoring the Ongoing Impacts of the Coronavirus on the Construction Workforce and Demand Tot","workforce, workforce develop",
ConstructConnect Blog,How to Evaluate a Construction Data Platform: A Practical Guide,https://www.constructconnect.com/blog/how-to-evaluate-a-construction-data-platform-a-practical-guide,"Thu, 17 Sep 2026 20:18:18 GMT",johnny.bradigan@constructconnect.com (Johnny Bradigan),"In Short: Evaluate platforms by relevant opportunities, data accuracy, usability, analytics, and workflow fit. Live pilots reveal improvements in research speed, bid decisions, pipeline relevance, and revenue activity. ConstructConnect® Project Intelligence is one platform that combines daily updates, targeted filters, AI tools, dashboards, and integrations.","ConstructConnect, accuracy, bid",Commercial Construction Data
ConstructConnect Blog,How to Find and Bid on Public Construction Projects in 2027,https://www.constructconnect.com/blog/how-to-find-and-bid-on-public-construction-projects-in-2027,"Thu, 17 Sep 2026 15:06:58 GMT",Deirdre.Pearson@constructconnect.com (Deirdre Pearson),"In short: How it works: Bidding on a government construction project means registering as an eligible vendor ( SAM.gov for federal, a separate portal for most state and local work), then submitting a compliant bid through a formal invitation for bid (IFB), request for proposal (RFP), or request for qualifications (RFQ) process. Public budgets move on a different clock than private financing: Gover","bid, bidding",Commercial Construction Data
ConstructConnect Blog,What Should Estimators Do When Product Specifications and Drawings Conflict?,https://www.constructconnect.com/blog/product-specs-and-drawings-conflict,"Mon, 14 Sep 2026 14:51:30 GMT",Maila Kim,In short:,estimat,The Preconstruction Playbook
ConstructConnect Blog,What AI Still Gets Wrong About Preconstruction,https://www.constructconnect.com/blog/what-ai-still-gets-wrong-about-preconstruction,"Mon, 31 Aug 2026 12:38:11 GMT",Maila Kim,"This Q&A is a companion to AI in Preconstruction: Why Rewiring Matters More Than Speed , where Gaurav Singal makes the case for getting the foundation right before chasing AI speed.",preconstruction,Construction AI Technology
ConstructConnect Blog,The Specification Data That Should Drive Your 2027 Plan,https://www.constructconnect.com/blog/the-specification-data-that-should-drive-your-2027-plan,"Fri, 28 Aug 2026 15:47:10 GMT",Deirdre.Pearson@constructconnect.com (Deirdre Pearson),"In short: The Specification Positioning dashboard in ConstructConnect® Analytics shows building product manufacturers (BPMs) exactly where their products are being specified, which architects are driving activity, and where competitors are winning ground. Specification share is the upstream metric for market position: by the time specification decisions surface in bids, the window to influence the","ConstructConnect, bid, estimat",Commercial Construction Data
ConstructConnect Blog,Bid Pipeline Health: 5 Metrics for Commercial GCs in 2026,https://www.constructconnect.com/blog/bid-pipeline-health-commercial-gcs-in-2026,"Fri, 28 Aug 2026 13:00:02 GMT",Maila Kim,In short :,bid,The Preconstruction Playbook
ConstructConnect Blog,Are AI Takeoffs Accurate in 2026? What Estimators Gain and Still Need to Review,https://www.constructconnect.com/blog/are-ai-takeoffs-accurate-in-2026,"Tue, 18 Aug 2026 13:30:02 GMT",Maila Kim,In short:,"AI takeoff, estimat, takeoff",The Preconstruction Playbook
MCAA News,Everyone Plays a Part in Supporting Internships,https://www.mcaa.org/everyone-plays-a-part-in-supporting-internships/,"Thu, 17 Sep 2026 20:00:08 +0000",Adrienne,"The John R. Gentille Foundation (JRGF) has opened applications for its 2027 Internship Grants, providing funding opportunities for student chapters, employers and affiliated associations working to strengthen the future workforce of the mechanical contracting industry. Student Chapter Internship Grants Student Chapter Internship Grants support chapters that successfully connect students with inter",workforce,Uncategorized
MCAA News,"Congratulations to Cole McClure, Recipient of the Robert T. Armistead Memorial Scholarship",https://www.mcaa.org/congratulations-to-cole-mcclure-recipient-of-the-robert-t-armistead-memorial-scholarship/,"Thu, 17 Sep 2026 17:15:29 +0000",Adrienne,"Congratulations to Cole McClure on receiving one of the Robert T. Armistead Memorial Scholarships at MCAA26 during the Awards of Excellence Breakfast this spring in Phoenix, AZ. Armistead Mechanical, Inc. and Susan Armistead established two $5,000 scholarships to commemorate Robert T. Armistead and honor his memory. These scholarships symbolize Bob Armistead’s leadership, dedication and impact on ",prefab,Uncategorized
MCAA News,"MCAA Highlights Strategies for Safer, More Respectful Workplaces at NAWIC Conference",https://www.mcaa.org/mcaa-highlights-strategies-for-safer-more-respectful-workplaces-at-nawic-conference/,"Thu, 17 Sep 2026 14:07:23 +0000",Adrienne,"The Mechanical Contractors Association of America (MCAA) was proud to participate in the 71st Annual NAWIC Conference, held August 13-15, 2026, in Reno, Nevada, where construction professionals from across the country gathered to share ideas, strengthen connections, and advance opportunities for women in construction. As part of the conference program, Jocelyn Jackson, MCAA’s Director of Affiliate",mechanical contractor,Uncategorized
MCAA News,MCAA Committees Help Turn Member Ideas Into Action,https://www.mcaa.org/mcaa-committees-help-turn-member-ideas-into-action/,"Wed, 16 Sep 2026 18:00:08 +0000",Adrienne,"MCAA’s national committees play an important role in helping the association identify member needs, evaluate new opportunities, and support programs that benefit the mechanical contracting industry. Committee members bring real-world experience and practical perspectives to discussions that influence MCAA initiatives throughout the year. Built by Members, for Members The strength of MCAA has alway","workforce, workforce develop",Uncategorized
MCAA News,"JRGF Opens Applications for More Than $100,000 in Student Scholarships",https://www.mcaa.org/jrgf-opens-applications-for-more-than-100000-in-student-scholarships/,"Wed, 16 Sep 2026 14:39:37 +0000",Adrienne,"The John R. Gentille Foundation (JRGF) continues to expand its support for students interested in careers in the mechanical contracting industry by offering more than $100,000 in scholarships. The 25 scholarships will be presented March 10, 2027, during the Awards of Excellence Breakfast at MCAA27 in San Diego, California. To be eligible, students must actively participate in an MCAA student chapt",estimat,Uncategorized
MCAA News,Find the Latest from Trimble and DEWALT Industrial Tool Company in MCAA’s Virtual Trade Show,https://www.mcaa.org/find-the-latest-from-trimble-and-dewalt-industrial-tool-company-in-mcaas-virtual-trade-show-2/,"Tue, 15 Sep 2026 14:00:08 +0000",Adrienne,"MCAA’s Virtual Trade Show connects our contractor members with the members of MCAA’s Manufacturer/Supplier Council. Participating companies highlight and link to new products, product lines, services, solutions or web pages of particular interest. Here are just a few of the recent additions: Trimble Fabrication SmartTools Trimble Fabrication SmartTools is a drawing, routing and fabrication toolkit",mechanical contractor,Uncategorized
MCAA News,Registration Now Open for the 2027 Safety & Health Conference,https://www.mcaa.org/registration-now-open-for-the-2027-safety-health-conference/,"Mon, 14 Sep 2026 14:24:29 +0000",Adrienne,"January 11 – 14, 2027 | South Las Vegas, NV Registration is now open for the 2027 Safety & Health Conference, taking place January 11-14, 2027, at Caesars Palace Las Vegas.&nbsp; Join MCAA, SMACNA, and TAUC for the premier construction safety event of the year, where safety professionals, contractors, association leaders, and industry experts come together to explore the latest challenges, opportu","SMACNA, software, workforce",Uncategorized
MCAA News,MCAA Student Chapter Competition: The Students Need Your Guidance,https://www.mcaa.org/mcaa-student-chapter-competition-the-students-need-your-guidance/,"Mon, 14 Sep 2026 13:00:07 +0000",Adrienne,"The 2026-2027 MCAA Student Chapter Competition was released on September 4, with a surprise project twist: the official release date was moved up a full week. The early release is one of many real-world experiences students will gain during the project, serving as a reminder that success in construction requires teams to be prepared for the unexpected. MCAA extends its sincere appreciation to The ","bid, estimat, mechanical contractor, software",Uncategorized
MCAA News,Beyond the Agenda: The Real Value of the MEP Innovation Conference,https://www.mcaa.org/beyond-the-agenda-the-real-value-of-the-mep-innovation-conference/,"Fri, 11 Sep 2026 19:42:18 +0000",Adrienne,"January 25 – 27, 2027 | Tampa, FL Hosted jointly by MCAA, NECA, and SMACNA The MEP Innovation Conference has built its reputation on strong programming. General sessions feature industry leaders, facility owners, authors, and experts who provide a broader perspective on where the industry is headed. Breakout sessions bring the conversation closer to the jobsite and the office, with contractors sha","SMACNA, software, workforce",Uncategorized
Chemical Engineering,Japanese project achieves 85% ammonia co-firing in naphtha-cracking furnace,https://www.chemengonline.com/japanese-project-achieves-85-ammonia-co-firing-in-naphtha-cracking-furnace/,"Thu, 17 Sep 2026 15:42:13 +0000",Mary Bailey,"NEDO (New Energy and Industrial Technology Development Organization; Kanagawa, Japan), Mitsui Chemicals, Inc. (Tokyo), Maruzen Petrochemical Co., Ltd. (Tokyo), Toyo Engineering Corp. (Chiba City, Japan) and Sojitz Machinery Corp. (Tokyo) have achieved an ammonia co-firing rate of 85% on a heat-input basis across an entire naphtha cracking furnace through operation of a test furnace equipped […] Th",petrochemical,Latest Technologies
